tenure,monthly_charges,total_charges,support_tickets,engagement_score,last_activity_days,contract_Month-to-month,contract_One year,contract_Two year,usage_frequency_High,usage_frequency_Low,usage_frequency_Medium
1.1267658700650396,1.0831620515429732,1.871461377228222,0.5358378886266496,0.5651218555404249,0.9010573836401431,1.0,0.0,0.0,0.0,0.0,1.0
0.19822512302989162,1.5838948885722717,1.2530269492019075,-0.8534679318281219,0.3560239810188074,0.09237726305985865,1.0,0.0,0.0,0.0,0.0,1.0
1.4199892638656126,0.6861122578150858,1.6263560306186886,-1.5481208420555077,0.8787686673228511,0.8432945178844086,0.0,1.0,0.0,0.0,0.0,1.0
-0.48596279583811214,0.49642855069002234,-0.10862249717431909,-0.15881502160073613,0.6696707928012336,-1.0051171862990989,0.0,1.0,0.0,0.0,0.0,1.0
-0.7303156240052563,-1.5793756340627911,-1.0840106010631363,-1.5481208420555077,-1.107661140632515,-0.7740657232761604,1.0,0.0,0.0,0.0,1.0,0.0
-0.828056755272114,1.6272970927449557,-0.0924323922618394,0.8831643437403425,0.9833176045836599,-0.831828589031895,1.0,0.0,0.0,0.0,0.0,1.0
0.14935455739646278,-1.548833342237569,-0.8441927867207346,-0.8534679318281219,1.0878665418444686,-0.7163028575204258,0.0,1.0,0.0,0.0,1.0,0.0
0.393707385563607,-1.442739065371008,-0.7007097595272501,-1.5481208420555077,-0.20157035103883922,1.4209231754417546,0.0,1.0,0.0,0.0,0.0,1.0
-1.2678918459729736,-0.18970135601518612,-0.9731878893159341,-0.506141476714429,1.4015133536268949,-0.13867419996307978,0.0,1.0,0.0,1.0,0.0,0.0
-1.1212801490726871,1.228907724814208,-0.598863355614143,0.18851143351295677,-0.4455178713140596,-1.1784057835663027,0.0,0.0,1.0,0.0,1.0,0.0
-1.0235390178058295,0.30513735452152607,-0.7123966279123032,-0.8534679318281219,1.6106112281485123,1.3053974439302853,1.0,0.0,0.0,0.0,0.0,1.0
-1.1701507147061159,-1.0188977875859087,-1.0775466251864476,0.18851143351295677,1.6803105196557182,-1.582745843856445,0.0,1.0,0.0,0.0,0.0,1.0
0.8824130418978954,0.5411703290655671,1.194424543903848,-1.5481208420555077,-0.68946539158928,-0.4852513944974874,0.0,1.0,0.0,0.0,0.0,1.0
0.3448368199301782,-1.4577422964430469,-0.7264924046407357,-0.15881502160073613,-1.5955561811829557,-1.582745843856445,1.0,0.0,0.0,1.0,0.0,0.0
-0.6325744927383986,0.08946590786096668,-0.4148382717220671,0.18851143351295677,-0.06217176802442756,-0.254199931474549,0.0,0.0,1.0,1.0,0.0,0.0
1.2733775669653262,0.46106379173450185,1.4188279304389726,-0.506141476714429,-0.5500668085748683,-0.023148468451610563,1.0,0.0,0.0,0.0,1.0,0.0
0.05161342612960511,0.08946590786096668,0.03472263186712934,-1.5481208420555077,-1.5607065354293528,-1.1206429178105681,0.0,0.0,1.0,1.0,0.0,0.0
